LOCATION_NAME,TSN,X_COORD,Y_COORD,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESS,TRANSPORT
Toongabbie Station,214610,150.9514373,-33.787263,Coach1233,02 9851 7204,"Wentworth Ave, Toongabbie",2003|2004|2005|2006|2015|2008,3003|3008|3009|3010|3011,Train|Bus|Taxi rank
Town Hall Station,200070,151.2068993,-33.87359633,Coach1101,02 9379 4110,"George St, Sydney",2004|2005|2006|2015|2008|2010|2012|2013,3001|3002|3003|3005|3006|3008|3009|3011,Train|Bus|Taxi rank
Towradgi Station,251830,150.9012389,-34.38468632,Coach1369,02 4223 5581,"Towradgi Rd, Towradgi",2001|2002|2004|2006|2017|2008|2011,3010|3011,Train|Bus
Tuggerah Station,225910,151.4201526,-33.30808648,Coach1144,02 4352 1450,"Pacific Hwy, Tuggerah",2001|2002|2003|2004|2005|2006|2015|2008|2009,3001|3003|3008|3009|3011,Train|Bus|Taxi rank
Turramurra Station,207410,151.1282818,-33.73218221,Coach1123,02 9847 8464,"Rohini St, Turramurra",2002|2003|2004|2005|2006|2015|2008|2009|2011|2013,3001|3003|3005|3006|3008|3009|3011,Train|Bus|Taxi rank
Turrella Station,220530,151.139909,-33.92995296,Coach1409,02 9563 7768,"Hannan St, Turrella",2001|2002|2004|2005|2006|2015|2008,3003|3008|3010|3011,Train|Bus
Unanderra Station,252610,150.8462629,-34.45442878,Coach1378,02 4223 5640,"Central Rd, Unanderra",2001|2003|2004|2005|2006|2015|2009|2011,3008|3009|3010|3011|3017,Train|Bus|Taxi rank
Valley Heights Station,277710,150.583813,-33.70446573,Coach1258,02 4780 3105,"Great Western Hwy, Valley Heights",2003|2004|2006|2017|2008,3008|3010|3011|3017,Train|Bus
Victoria Street Station,232320,151.5938259,-32.75095775,Coach1175,02 4933 7902,"Victoria St, East Maitland",2003|2004|2006|2015|2008,3003|3008|3010|3011,Train|Bus|Taxi rank
Villawood Station,216320,150.9760479,-33.88090168,Coach1407,02 9765 1268,"River Ave, Villawood",2003|2004|2005|2006|2015|2008|2009,3003|3008|3010|3011,Train
Vineyard Station,276520,150.8512458,-33.65050415,Coach1240,02 9851 7245,"Cnr Riverstone Pde & Bandon Rd, Vineyard",2003|2004|2017,3004|3006|3010|3011,Train
Wahroonga Station,207610,151.1168923,-33.7174292,Coach1125,02 9847 8463,"Redleaf Ave, Wahroonga",2003|2004|2005|2006|2015|2008,3003|3008|3009|3010|3011,Train|Bus|Taxi rank
Waitara Station,207710,151.1043411,-33.70999326,Coach1126,02 9847 8468,"Alexandria Pde, Waitara",2001|2002|2003|2004|2005|2006|2015|2008|2009|2010,3003|3008|3009|3010|3011,Train|Bus
Wallarobba Station,242020,151.6956798,-32.49613996,Coach1184,02 4932 8409,"Brookfield Rd, Wallarobba",2003|2004|2017,3001|3006|3011|3020,Train
Warabrook Station,230420,151.7098902,-32.88705464,Coach1168,02 4968 1487,"Warabrook Bvd, Warabrook",2003|2004|2015|2009,3001|3005|3008|3009|3011,Train
Waratah Station,230410,151.7316708,-32.90276555,Coach1167,02 4962 9495,"Station St, Waratah",2004|2006|2017|2008,3003|3008|3010|3011,Train|Bus|Taxi rank
Warnervale Station,225930,151.4485623,-33.24755931,Coach1146,02 4353 1915,"Railway Rd, Warnervale",2001|2002|2003|2004|2005|2015,3004|3010|3011|3016,Train|Bus
Warrawee Station,207420,151.1217568,-33.72428546,Coach1124,02 9847 8459,"Heydon Ave, Warrawee",2003|2004|2005|2006|2015|2008|2010,3003|3008|3009|3010|3011,Train|Bus
Warrimoo Station,277420,150.6019792,-33.72119644,Coach1257,02 4780 3808,"Railway Pde, Warrimoo",2003|2004|2006|2017|2008,3003|3008|3010|3011|3017,Train|Bus
Warwick Farm Station,217010,150.9350364,-33.91344996,Coach1288,02 9765 1127,"Remembrance Ave, Warwick Farm",2001|2002|2003|2004|2005|2006|2015|2008|2009|2011|2013,3001|3003|3005|3006|3008|3009|3011,Train|Bus|Taxi rank
Waterfall Station,223330,150.9945115,-34.13438522,Coach1355,02 9548 3725,"Kooraban St, Waterfall",2002|2003|2004|2005|2006|2015|2008|2009|2011,3001|3003|3005|3011,Train|Bus
Waverton Station,206020,151.1978555,-33.83824525,Coach1113,02 9379 1997,"Bay Rd, Waverton",2004|2005|2006|2015|2008,3001|3003|3005|3006|3008|3009|3011,Train|Bus
Wentworth Falls Station,278210,150.3763114,-33.70947192,Coach1266,02 4757 1011,"Station St, Wentworth Falls",2001|2002|2003|2004|2005|2006|2017|2008|2009,3003|3008|3010|3011|3017,Train|Bus|Taxi rank
Wentworthville Station,214520,150.9726376,-33.80719295,Coach1231,02 9848 9151,"Wentworth Ave, Wentworthville",2003|2004|2005|2006|2015|2008|2009,3003|3008|3010|3011,Train|Bus|Taxi rank
Werrington Station,274710,150.7583397,-33.7592923,Coach1250,02 4780 3815,"Railway St, Werrington",2003|2004|2005|2006|2015|2008|2009|2011|2013,3001|3003|3005|3006|3008|3009|3011,Train|Bus
West Ryde Station,211420,151.0902289,-33.80717213,Coach1201,02 9752 8465,"Ryedale Rd, West Ryde",2003|2004|2005|2006|2015|2008|2009|2011|2013,3001|3003|3005|3006|3008|3009|3011,Train|Bus|Taxi rank
Westmead Station,214510,150.9880115,-33.80852937,Coach1230,02 9848 9116,"Railway Pde, Westmead",2001|2002|2003|2004|2005|2006|2015|2008|2009|2011|2013,3001|3003|3005|3006|3008|3009|3011|3017,Train|Bus|Taxi rank
Wiley Park Station,219520,151.0672762,-33.92300854,Coach1399,02 9563 7441,"King Georges Rd, Wiley Park",2004|2006|2015|2008,3003|3006|3010|3011,Train|Bus|Taxi rank
Windsor Station,275620,150.811408,-33.61392767,Coach1242,02 9851 7276,"George St, Windsor",2001|2002|2003|2004|2005|2006|2015|2008|2009|2010|2011|2013,3001|3003|3006|3009|3011,Train|Bus|Taxi rank
Wingello Station,257910,150.1583854,-34.69218018,Coach1312,02 4868 1115,"Sydney St, Wingello",2004|2017|2008,3004|3010|3011,Train
Wirragulla Station,242030,151.743457,-32.4617735,Coach1185,02 4932 8409,"Dungog Rd, Wirragulla",2003|2004|2017|2008,3010|3011|3020,Train
Wolli Creek Station,220510,151.1541132,-33.92854683,Coach1328,02 9563 7986,"Brodie Sparks Dr, Wolli Creek",2004|2005|2006|2015|2008|2011|2013,3001|3003|3005|3006|3008|3009|3011,Train|Bus
Wollongong Station,250020,150.8882431,-34.42701617,Coach1372,02 4223 5517,"Lowden Square, Wollongong",2001|2002|2003|2004|2005|2006|2015|2008|2009|2010|2011,3001|3003|3005|3008|3009|3011,Train|Coach|Bus|Taxi rank
Wollstonecraft Station,206510,151.191895,-33.83179487,Coach1114,02 9379 4183,"Shirley Rd, Wollstonecraft",2003|2004|2005|2006|2015|2008,3003|3006|3010|3011,Train|Bus
Wombarra Station,251520,150.953145,-34.27593294,Coach1361,02 4223 5573,"Morrison Ave, Wombarra",2004|2006|2017,3008|3010|3011|3017,Train
Wondabyne Station,225010,151.2570108,-33.49213536,Coach1134,02 4349 9230,,2004|2017,3004|3008|3010|3011|3013,Train
Woodford Station,277810,150.4819174,-33.73544928,Coach1262,02 4780 3910,"Railway Pde, Woodford",2002|2003|2004|2005|2006|2017|2008|2009|2010,3008|3010|3011|3017,Train|Bus
Woolooware Station,223010,151.1439953,-34.04771809,Coach1350,02 9522 1265,"Swan St, Woolooware",2003|2004|2005|2006|2015|2008|2010|2011|2013,3001|3003|3005|3006|3008|3009|3011,Train|Bus
Woonona Station,251710,150.9149538,-34.35023047,Coach1366,02 4223 5578,"Park Rd, Woonona",2002|2003|2004|2005|2017|2008|2009|2011,3001|3003|3004|3008|3009|3011,Train|Bus|Taxi rank
Woy Woy Station,225610,151.3236239,-33.48511249,Coach1135,02 4349 9230,"Railway St, Woy Woy",2001|2002|2016|2003|2004|2005|2006|2015|2008|2009|2010|2011,3001|3003|3005|3008|3009|3011,Train|Bus|Ferry|Taxi rank
Wyee Station,225940,151.4871198,-33.18044789,Coach1147,02 4357 1202,"Gorokan Rd, Wyee",2003|2004|2006|2015|2008,3003|3008|3010|3011|3016,Train|Bus
Wynyard Station,200080,151.2057893,-33.86589799,Coach1102,02 9224 2959,"George St, Sydney",2004|2005|2006|2015|2008|2010|2011,3001|3002|3003|3005|3006|3008|3009|3011,Train|Bus|Taxi rank
Wyong Station,225920,151.4252562,-33.28547923,Coach1145,02 4353 1915,"Pacific Hwy, Wyong",2001|2002|2003|2004|2005|2006|2015|2008|2009|2010|2011,3001|3003|3005|3008|3009|3011,Train|Bus|Taxi rank
Yagoona Station,219910,151.0241519,-33.90655337,Coach1402,02 9379 7724,"Liverpool Rd, Yagoona",2003|2004|2005|2006|2015|2008|2009,3003|3008|3009|3010|3011,Train|Bus|Taxi rank
Yennora Station,216120,150.97Community Transport3,-33.8647184,Coach1284,02 9848 9414,"Railway St, Yennora",2003|2004|2006|2015|2008|2009,3003|3006|3008|3009|3010|3011,Train
Yerrinbool Station,257540,150.5434957,-34.37174006,Coach1304,02 4871 1935,"Hume Hwy, Yerrinbool",2003|2004|2005|2006|2017|2009,3004|3010|3011|3015,Train
Zig Zag Station,278630,150.202088,-33.4718103,Coach1273,02 6353 9565,"Inch St, Lithgow",2004|2017,3004|3008|3010|3011|3013,Train
Abbotsford Wharf,20461,151.1281726,-33.84367442,Coach2011,,,2001|2004|2015|2008,3001|3003|3011,Bus|Ferry
Balmain Wharf,20413,151.1863604,-33.85471605,Coach2008,,,2002|2004|2015|2009,3001|3003|3011,Ferry
Balmain East Wharf,20414,151.1959756,-33.85696725,Coach2010,,,2002|2004|2015,3001|3003|3009|3011,Bus|Ferry
Birchgrove Wharf,20412,151.1863405,-33.84645581,Coach2007,,,2004|2017,3003|3008|3010|3011,Ferry
Cabarita Wharf,21371,151.1164853,-33.84096251,Coach2031,,,2001|2003|2004|2015,3001|3003|3011,Bus|Ferry
Chiswick Wharf,20462,151.1417808,-33.84554855,Coach2012,,,2002|2004|2017|2008,3001|3003|3008|3011,Bus|Ferry
Cockatoo Island Wharf,20009,151.1732389,-33.84559502,Coach2002,,,2002|2015,3001,Ferry
Cremorne Point Wharf,20901,151.2308584,-33.84787838,Coach2025,,,2004|2015|2009,3001|3003|3009|3011,Bus|Ferry
Darling Harbour Wharf,2000180,151.2008261,-33.86687618,Coach2052,,,2004|2014|2017,3001|3003|3011,Bus|Ferry|Taxi rank
Darling Point Wharf,20271,151.2394906,-33.8664518,Coach2034,,,2004|2017,3003|3008|3010|3011,Ferry
Double Bay Wharf,20281,151.2425813,-33.87334922,Coach2003,,,2002|2004|2015,3003|3010|3011,Ferry
Drummoyne Wharf,20471,151.1570955,-33.84548995,Coach2013,,,2004|2017,3001|3003|3009|3011,Ferry
Garden Island Wharf,20007,151.2299226,-33.85813587,Coach2001,,,2017,3001,Ferry
Greenwich Point Wharf,20651,151.1808023,-33.84209993,Coach2019,,,2004|2017,3003|3008|3010|3011,Bus|Ferry
Huntleys Point Wharf,211158,151.1422376,-33.84192145,Coach2036,,,2002|2004|2017,3003|3008|3009|3010|3011,Ferry
Kirribilli Wharf,20614,151.2202795,-33.84936725,Coach2018,,,2004|2015,3003|3008|3010|3011,Ferry
Kissing Point Wharf,21122,151.1019831,-33.8316867,Coach2037,,,2001|2003|2004|2017|2008|2009,3001|3003|3011,Ferry
Kurraba Point Wharf,20892,151.2218291,-33.84342906,Coach2024,,,2004|2017,3003|3010|3011,Ferry
Manly Wharf,20951,151.2838762,-33.80048291,Coach2027,,,2001|2002|2004|2005|2006|2015|2011,3001|3003|3008|3011,Bus|Ferry|Taxi rank
McMahons Point Wharf,20601,151.2062986,-33.84865057,Coach2015,,,2004|2017,3003|3010|3011,Bus|Ferry
Meadowbank Wharf,21141,151.0898782,-33.82114791,Coach2028,,,2001|2003|2004|2005|2015|2008,3001|3003|3011,Train|Ferry
Milsons Point Wharf,20611,151.2106384,-33.84939899,Coach2017,,,2002|2004|2015,3001|3003|3008|3009|3011,Train|Bus|Ferry|Taxi rank
Mosman Bay Wharf,20881,151.2323381,-33.83847631,Coach2020,,,2002|2004|2006|2015|2009,3001|3003|3009|3011,Bus|Ferry
Neutral Bay Wharf,20891,151.2193125,-33.84231965,Coach2023,,,2004|2015|2009,3001|3003|3008|3011,Bus|Ferry
North Sydney Wharf,20603,151.2187282,-33.84496235,Coach2016,,,2004|2017,3003|3008|3010|3011,Ferry
Old Cremorne Wharf,20902,151.2305011,-33.84092232,Coach2026,,,2004|2017,3003|3008|3010|3011,Ferry
Parramatta Wharf,21501,151.010585,-33.81391554,Coach2032,,,2001|2002|2004|2005|2015|2009|2011,3001|3003|3011,Ferry|Taxi rank
Pyrmont Bay Wharf,200910,151.1987285,-33.86844161,Coach2033,,,2004|2015,3001|3003|3009|3011,Ferry
Rose Bay Wharf,20291,151.2621217,-33.87094819,Coach2004,,,2003|2004|2005|2015|2008,3001|3003|3011,Ferry
Rydalmere Wharf,21151,151.0437536,-33.81799002,Coach2029,,,2001|2002|2003|2004|2015,3001|3003|3008|3011,Ferry
South Mosman Wharf,20882,151.2325961,-33.84326831,Coach2021,,,2004|2015,3003|3008|3010|3011,Bus|Ferry
Sydney Olympic Park Wharf,21271,151.079094,-33.82220671,Coach2030,,,2002|2004|2015,3001|3003|3009|3011,Bus|Ferry
Taronga Zoo Wharf,20883,151.2395142,-33.8463431,Coach2022,,,2002|2004|2005|2006|2015,3001|3003|3011,Bus|Ferry
Watsons Bay Wharf,20301,151.28104,-33.84343945,Coach2005,,,2002|2004|2005|2015,3003|3008|3010|3011,Bus|Ferry
Woolwich Wharf,21101,151.1760428,-33.83875627,Coach2035,,,2002|2004|2005|2006|2017|2010,3001|3003|3011,Bus|Ferry
Castle Hill Bus Interchange,2154190,151.0064202,-33.7321484,10148755,,,2008,,Bus|Taxi rank
Lane Cove Bus Interchange,2066251,151.1712926,-33.81234789,10113474,,,2001|2002,3005,Bus
Prairiewood - Stockland Mall Bus Interchange,2176261,150.8968524,-33.85861799,10121819,,,2001|2002|2005|2009,3005,Bus
Railway Square Bus Interchange,200064,151.2034191,-33.88362346,Coach1110,,,2002|2005,3002|3005,Train|Bus|Light Rail|Taxi rank
Rouse Hill Bus Interchange,2155227,150.9241739,-33.69175333,10119603,,,2001|2002|2009,,Bus|Taxi rank
Dee Why Bus Interchange,209913,151.2863953,-33.75265204,10115434,,,2002|2005|2008,,Bus|Taxi rank
Capitol Square Light Rail ,2000255,151.2056556,-33.87975438,Coach1442,,,2004|2015,3001|3009|3011,Light Rail
Paddy's Markets Light Rail,2000253,151.2027409,-33.87925321,Coach1441,,,2004|2015,3001|3009|3011,Light Rail
Exhibition Centre Light Rail,2000264,151.1997027,-33.87719386,Coach1440,,,2004|2017,3001|3004|3008|3009|3011,Light Rail
Convention Centre Light Rail,2000262,151.198123,-33.87262846,Coach1439,,,2004|2015,3001|3004|3009|3011,Light Rail
Pyrmont Bay Light Rail,200943,151.19755,-33.86920237,Coach1438,,,2004|2015,3001|3004|3005|3008|3009|3011,Light Rail
The Star Light Rail,200941,151.1952012,-33.8673489,Coach1437,,,2004|2015|2008,3001|3004|3005|3008|3009|3011,Light Rail
John Street Square Light Rail,200939,151.1918901,-33.86722922,Coach1436,,,2004|2015,3001|3004|3005|3008|3009|3011,Light Rail
Fish Market Light Rail,200937,151.192293,-33.87091734,Coach1435,,,2004|2015,3001|3004|3005|3008|3009|3011,Light Rail
Wentworth Park Light Rail,200935,151.1939664,-33.87436029,Coach1434,,,2004|2017,3001|3004|3008|3009|3011,Light Rail
Glebe Light Rail Light Rail,203781,151.1873612,-33.87715587,Coach1433,,,2004|2015,3001|3004|3008|3009|3011,Light Rail
Jubilee Park Light Rail,203779,151.1787626,-33.87537487,Coach1432,,,2004|2015,3001|3004|3008|3009|3011,Light Rail
Rozelle Bay Light Rail,203839,151.1727016,-33.87181104,Coach1431,,,2004|2015,3001|3004|3008|3009|3011,Light Rail
Lilyfield Light Rail,2040115,151.1651053,-33.87408114,Coach1430,,,2004|2015,3001|3004|3005|3008|3009|3011,Light Rail
Leichhardt North Light Rail,2040113,151.1538683,-33.87498209,Coach1454,,,2002|2004|2005|2017,3001|3003|3004|3005|3008|3009|3011,Light Rail
Hawthorne Light Rail,2040111,151.1471308,-33.87972548,Coach1455,,,2002|2004|2005|2015,3001|3003|3004|3009|3011,Light Rail
Marion Light Rail,2040109,151.1450903,-33.88384696,Coach1456,,,2002|2004|2005|2015,3001|3003|3004|3005|3008|3009|3011,Light Rail
Taverner's Hill Light Rail,2040107,151.1452209,-33.88930105,Coach1457,,,2002|2004|2005|2017,3001|3003|3004|3005|3008|3009|3011,Light Rail
Lewisham West Light Rail,204993,151.1432381,-33.89398857,Coach1458,,,2002|2004|2017,3001|3003|3004|3009|3011,Light Rail
Waratah Mills Light Rail,220368,151.1401223,-33.89877075,Coach1459,,,2002|2004|2017,3001|3003|3004|3009|3011,Light Rail
Arlington Light Rail,220366,151.1380613,-33.90184127,Coach1460,,,2002|2004|2005|2015,3001|3003|3004|3008|3009|3011,Light Rail
Dulwich Grove Light Rail,220365,151.1390126,-33.9050373,Coach1461,,,2002|2004|2015,3001|3003|3004|3005|3008|3009|3011,Light Rail
Dulwich Hill Light Rail,220363,151.1400854,-33.91030497,Coach1462,,,2002|2004|2015,3001|3003|3004|3005|3008|3009|3011,Train|Light Rail
Albury Station,26401,146.924691,-36.084068,10155026,02 6024 8034,"Railway Pl, East Albury",2003|2004|2006|2008|2009|2011|2013,3001|3006|3008|3011|3012,Train|Coach|Taxi rank
Armidale Station,23501,151.651753,-30.515373,10155025,02 6774 8630,"Brown St, Armidale",2002|2003|2006|2008|2009|2011|2013,3001|3006|3008|3011,Train|Coach|Taxi rank
Bellata Station,23971,149.7905,-29.9183,10155045,,"Newell Hwy, Bellata",,3001|3006|3012,Train
Blayney Station,27991,149.254516,-33.52704,10155031,02 6368 4375,"Railway Ln, Blayney",2003|2004|2008|2009|2011|2013,3001|3006|3011,Train
Boggabri Station,23821,150.039827,-30.703834,10155054,,"Oakham St, Boggabri",2004,3001|3006|3008|3011|3012,Train
Broken Hill Station,28801,141.466665,-31.959275,10155000,08 8082 5220,"Crystal St, Broken Hill",2003|2004|2008|2009|2011,3001|3006|3008|3009|3011,Train|Taxi rank
Bungendore Station,26211,149.446409,-35.255778,10155034,,"Majara St, Bungendore",2003|2008,3001|3006|3011|3012,Train
Canberra Station,26041,149.149396,-35.319272,10155022,02 6208 9700,"Burke Cr, Kingston ACT",2003|2006|2008|2009|2011|2013,3001|3006|3011,Train|Coach|Taxi rank
Casino Station,24701,153.038275,-28.860663,10155062,02 6663 4910,"Canterbury St, Casino",2003|2004|2006|2008|2009|2011|2013,3001|3006|3008|3011,Train|Coach|Taxi rank
Coffs Harbour Station,24501,153.138175,-30.3052,10155060,02 6648 3700,"Angus McLeod Pl, Coffs Harbour",2002|2003|2006|2008|2009|2011|2013,3001|3006|3008|3011,Train|Taxi rank
Condobolin Station,28772,147.153285,-33.08391,10155039,,"Denison St, Condobolin",,3006,Train
Coolamon Station,27011,147.201858,-34.816045,10155041,,"Wade St, Coolamon",,3006,Train
Cootamundra Station,25901,148.030649,-34.641038,10155050,02 6940 2920,"Hovell St, Cootamundra",2003|2004|2006|2008|2009|2011|2013,3001|3006|3011,Train|Coach|Taxi rank
Culcairn Station,26601,147.038128,-35.666107,10155032,,"Balfour St, Culcairn",2004|2008,3001|3006|3011|3012,Train
Darnick Station,28781,143.624896,-32.851214,10155004,,"Ivanhoe Menindee Rd, Ivanhoe",,3008|3010|3012,Train
Dubbo Station,28301,148.608182,-32.245012,10155006,02 6841 3700,"Talbragar St, Dubbo",2003|2004|2006|2008|2009|2013,3001|3006|3011,Train|Coach|Taxi rank
Euabalong West Station,28771,146.3909,-33.0548,10155018,,"Uabba St, Euabalong West",,3006|3008|3010|3012,Train
Eungai Station,24411,152.9001,-30.8497,10155049,,"South Bank Rd, Eungai",,3001|3006|3011|3012,Train
Geurie Station,28311,148.830581,-32.398277,10155013,,"Buckenbar St, Geurie",2004,3006|3010|3011|3012,Train|Coach
Gloucester Station,24221,151.966735,-32.004766,10155028,,"Bucketts Way, Gloucester",2003|2004|2006|2008|2011|2013,3006|3010|3011,Train
Grafton Station,24601,152.941692,-29.703905,10155063,02 6641 5170,"Crisp Ave, South Grafton",2003|2006|2008|2009|2011|2013,3001|3006|3008|3011,Train|Coach|Bus|Taxi rank
Griffith Station,26801,146.047734,-34.28682,10155011,02 6961 8550,"Railway St, Griffith",2008|2009|2011,3001|3006|3008,Train
Gunnedah Station,23801,150.247996,-30.979376,10155055,02 6740 2060,"Railway Ave, Gunnedah",2003|2004|2008|2009|2013,3001|3006|3011,Train|Taxi rank
Gunning Station,25811,149.261031,-34.779691,10155030,,"Grovenor St, Gunning",2003|2008,3001|3004|3006|3011|3012,Train
Harden Station,25871,148.371322,-34.553349,10155003,,"Station St, Harden",2004|2008,3006|3011,Train
Henty Station,26581,147.035371,-35.517886,10155029,,"Olympic Hwy, Henty",2004|2008,3006|3008|3010|3011|3012,Train
Ivanhoe Station,28782,144.311759,-32.914304,10155007,,"Mitchell St, Ivanhoe",2008,3001|3006,Train
Junee Station,26631,147.583766,-34.87026,10155047,02 6924 4512,"Railway Sq, Junee",2003|2004|2006|2008|2009|2011,3001|3006|3008|3011,Train|Taxi rank
Kempsey Station,24401,152.833041,-31.076852,10155046,02 6561 4940,"Kemp St, Kempsey",2003|2006|2008|2009|2011|2013,3001|3006|3011,Train|Bus|Taxi rank
Kendall Station,24391,152.706288,-31.635404,10155040,,"Railway St, Kendall",2003|2004|2006|2008|2009,3001|3006|3011|3012,Train
Kootingal Station,23521,151.056154,-31.058731,10155012,,"Gate St, Kootingal",,3001|3006|3011|3012,Train
Kyogle Station,24741,153.001284,-28.620185,10155066,,"Ettrick St, Kyogle",,3001|3006|3011|3012,Train
Leeton Station,27051,146.397659,-34.554328,10155020,,"Railway Ave, Leeton",,3006,Train
Macksville Station,24471,152.913135,-30.709283,10155053,02 6598 8010,"Station St, Macksville",2003|2004|2006|2008|2009,3001|3006|3011,Train|Taxi rank
Menindee Station,28791,142.424697,-32.389345,10155001,,"Maiden St, Menindee",,3006|3008|3010,Train
Moree Station,24001,149.848164,-29.473849,10155051,,"Gosport St, Moree",2003|2008|2009|2013,3001|3004|3006|3009|3011,Train|Coach|Taxi rank
Murrurundi Station,23381,150.839451,-31.768429,10155005,,"Victoria St, Murrurundi",2003|2004|2008|2009,3001|3006|3008|3011,Train
Nambucca Heads Station,24481,152.977472,-30.629129,10155058,02 6598 7310,"Railway Pde, Nambucca Heads",2003|2004|2006|2008|2009|2011|2013,3001|3006|3011,Train|Taxi rank
Narrabri Station,23901,149.79202,-30.325322,10155044,02 6799 5210,"Bowen St, Narrabri",2003|2004|2006|2008|2009|2011|2013,3001|3006|3008|3011,Train|Coach|Taxi rank
Narrandera Station,27001,146.556999,-34.740516,10155024,,"Whitton St, Narrandera",2008,3006|3008|3010,Train|Coach
Orange Station,28001,149.103703,-33.286992,10155023,02 6363 8830,"Peisley St, Orange",2003|2004|2006|2008|2009|2011|2013,3001|3006|3011,Train|Taxi rank
Parkes Station,28701,148.173185,-33.142132,10155056,02 6863 8850,"Welcome St, Parkes",2003|2008|2009,3006|3008|3010,Train|Taxi rank
Queanbeyan Station,26201,149.227651,-35.34289,10155027,,"Henderson Rd, Queanbeyan",2003|2004|2008|2009,3001|3006|3008|3011,Train|Coach
Quirindi Station,23431,150.681098,-31.505399,10155059,,"Station St, Quirindi",2003|2004|2006|2008|2009|2011|2013,3001|3006|3011,Train|Taxi rank
Rydal Station,2790128,150.031812,-33.483565,10155052,,"Bathurst St, Rydal",,3001|3006|3009|3011,Train
Sawtell Station,24521,153.097419,-30.359429,10155065,,"Huberts Rd, Sawtell",2003|2009,3001|3006|3011|3012,Train
Stuart Town Station,28201,149.07832,-32.801192,10155019,,"Bell St, Stuart Town",2004,3001|3006|3011|3012,Train
Tamworth Station,234012,150.930848,-31.087262,10155009,02 6701 9050,"Marius St, Tamworth",2003|2006|2008|2009|2013,3001|3006|3011,Train|Coach|Taxi rank
Tarago Station,258011,149.651365,-35.069961,10155038,,"Goulburn St, Tarago",2008,3011|3012,Train
Tarana Station,27871,149.907594,-33.524107,10155048,,"Mutton Falls Rd, Tarana",2004,3001|3006|3009|3011,Train
Taree Station,24301,152.456963,-31.906437,10155037,02 6592 4770,"Olympia St, Taree",2003|2006|2008|2009|2011|2013,3001|3006|3008|3011,Train|Coach|Bus|Taxi rank
The Rock Station,26551,147.118301,-35.271764,10155035,,"Olympic Hwy, The Rock",2004|2008,3006|3011|3012,Train
Uralla Station,235813,151.505202,-30.644076,10155021,,"Duke St, Uralla",2003|2004|2009,3001|3006|3011|3012,Train
Urunga Station,24551,153.018678,-30.499656,10155064,,"Orana St, Urunga",2003|2004|2008|2011,3001|3006|3011|3012,Train
Wagga Wagga Station,26501,147.36845,-35.120418,10155042,02 6932 3150,"Station Pl, Wagga Wagga",2003|2004|2006|2008|2009|2011|2013,3001|3006|3011,Train|Coach|Taxi rank
Walcha Road Station,23541,151.40217,-30.940998,10155016,,"Wollun Rd, Walcha Road",2004,3006|3011|3012,Train|Coach
Wauchope Station,24461,152.736526,-31.455909,10155043,02 6589 6540,"Randall St, Wauchope",2003|2004|2006|2008|2009|2011|2013,3001|3006|3008|3011,Train|Coach|Bus|Taxi rank
Wellington Station,28202,148.946832,-32.554036,10155017,02 6840 7850,Swift St Wellington,2003|2008|2009|2013,3001|3006|3008|3011,Train|Coach
Werris Creek Station,23411,150.646464,-31.350139,10155057,,"Single St, Werris Creek",2003|2004|2006|2008|2009,3001|3006|3011,Train|Taxi rank
Willow Tree Station,23391,150.726123,-31.650065,10155002,,"Main North Rd, Willow Tree",2004|2008,3001|3006|3008|3011|3012,Train
Wingham Station,24291,152.367636,-31.86809,10155033,,"Price St, Wingham",2003|2004|2008|2009|2011,3006|3011,Train
Yass Junction,25821,148.915387,-34.808995,10155014,02 6118 6000,"Faulder Ave, Yass",2003|2004|2008|2009|2013,3001|3004|3006|3008|3009|3011|3012,Train|Coach|Taxi rank
